Nama,Berat,Dimensi,Garansi,VGA,Tipe Penyimpanan,Processor,Penyimpanan,Ukuran Layar,Warna,RAM,Keyboard,Microsoft Office,Sistem Operasi,Brand,Tipe Layar,Harga
HP OMEN TRANSCEND 16 U0046TX INTEL I9 13900HX 32GB DDR5 1TB SSD RTX4070-6GB 16.0 2.K 240HZ SRGB MINILED WIN11HOME + OHS MICA,5 kg,40 × 20 × 10 cm,HP 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4070,SSD,Intel Core i9,1TB,16 Inch,Grey,32GB,,Gratis,Windows 11 Home,HP,Non Touchscreen,Rp42.099.000
HP OMEN TRANSCEND 16 U0045TX INTEL I9 13900HX 32GB DDR5 1TB SSD RTX4070-6GB 16.0 2.K 240HZ SRGB MINILED WIN11HOME + OHS WHITE,5 kg,40 × 20 × 10 cm,HP 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4070,SSD,Intel Core i9,1TB,16 Inch,White,32GB,,Gratis,Windows 11 Home,HP,Non Touchscreen,Rp42.099.000
HP OMEN 16 XF0017AX AMD RYZEN 9 7940HS 32GB DDR5 2TB SSD RTX4070-8GB 16.1 QHD 240HZ BL WIN11HOME + OHS BLUE,5 kg,40 × 20 × 10 cm,HP 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4070,SSD,AMD Ryzen 9,2TB,16 Inch,Blue,32GB,Backlit Keyboard,Gratis,Windows 11 Home,HP,Non Touchscreen,Rp33.399.000
HP OMEN 16 XF0011AX AMD RYZEN 7 7840HS 32GB DDR5 1TB SSD RTX4070-8GB 16.1 QHD 240HZ BL WIN11HOME + OHS SILVER,5 kg,40 × 20 × 10 cm,HP 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4070,SSD,AMD Ryzen 7,1TB,16 Inch,Silver,8GB,Backlit Keyboard,Gratis,Windows 11 Home,HP,Non Touchscreen,Rp29.599.000
HP OMEN 16 WF0031TX INTEL I7 13700HX 32GB DDR5 1TB SSD RTX4070-8GB 16.0 QHD 165HZ SRGB WIN11HOME + OHS MICA,5 kg,40 × 20 × 10 cm,HP 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4070,SSD,Intel Core i7,1TB,16 Inch,Grey,32GB,,Gratis,Windows 11 Home,HP,Non Touchscreen,Rp32.199.000
HP OMEN 16 R0052TX AMD RYZEN 9 7940HS 32GB DDR5 2TB SSD RTX4070-8GB 16.1 QHD 240HZ BL WIN11HOME + OHS BLUE,5 kg,40 × 20 × 10 cm,HP 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4070,SSD,AMD Ryzen 9,2TB,16 Inch,Blue,8GB,Backlit Keyboard,Gratis,Windows 11 Home,HP,Non Touchscreen,Rp33.399.000
HP OMEN 16 K0087TX INTEL I7 12700H 16GB 1TB SSD RTX3070TI-8GB 16.1″ QHD 165HZ SRGB WIN11HOME + OHS MICA,5 kg,40 × 20 × 10 cm,HP 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,Intel Core i7,1TB,16 Inch,Grey,8GB,,Gratis,Windows 11 Home,HP,Non Touchscreen,Rp30.299.000
HP OMEN 16 C0092AX AMD RYZEN 7 5800H 16GB 512GB RTX3070-8GB 16.1 FHD 144HZ BL WIN11HOME + OHS BLACK,5 kg,40 × 20 × 10 cm,HP 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3070,SSD,AMD Ryzen 7,512GB,16 Inch,Black,8GB,Backlit Keyboard,Gratis,Windows 11 Home,HP,Non Touchscreen,Rp20.399.000
HP OMEN 15 INTEL I7 11800H 32GB 2TB SSD RTX3060-6GB 15.6 FHD IPS 144HZ RGB WIN11HOME BLACK,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,2TB,16 Inch,Black,32GB,,,Windows 11 Home,HP,Non Touchscreen,Rp18.799.000
HP OMEN 15 INTEL I7 11800H 32GB 1TB SSD RTX3060-6GB 15.6 FHD IPS 144HZ RGB WIN11HOME BLACK,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,1TB,16 Inch,Black,32GB,,,Windows 11 Home,HP,Non Touchscreen,Rp17.299.000
HP OMEN 15 INTEL I7 11800H 16GB 2TB SSD RTX3060-6GB 15.6 FHD IPS 144HZ RGB WIN11HOME BLACK,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,2TB,16 Inch,Black,16GB,,,Windows 11 Home,HP,Non Touchscreen,Rp17.999.000
HP OMEN 15 INTEL I7 11800H 16GB 1TB SSD RTX3060-6GB 15.6 FHD IPS 144HZ RGB WIN11HOME BLACK,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,1TB,16 Inch,Black,16GB,,,Windows 11 Home,HP,Non Touchscreen,Rp16.499.000
HP ENVY 13 BA1031TX i5 1135G7 8GB 512GB MX450 FHD WIN10HOME + OHS GOLD,5 kg,40 × 20 × 10 cm,HP 2 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i5,512GB,13 Inch,Gold,8GB,,Gratis,Windows 10 Home,HP,Non Touchscreen,Rp16.799.000
HP ENVY 13 BA1030TX i5 1135G7 8GB 512GB MX450 FHD WIN10HOME + OHS SILVER,5 kg,40 × 20 × 10 cm,HP 2 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i5,512GB,13 Inch,Silver,8GB,,Gratis,Windows 10 Home,HP,Non Touchscreen,Rp16.799.000
DELL XPS 15 9520 INTEL I7 12700H 32GB DDR5 2TB SSD RTX3050TI-4GB 15.6 WUXGA BL FP WIN11PRO,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,2TB,15 Inch,Other,32GB,Backlit Keyboard,,Windows 11 Pro,Dell,Non Touchscreen,Rp27.699.000
DELL XPS 15 9520 INTEL I7 12700H 32GB DDR5 1TB SSD RTX3050TI-4GB 15.6 WUXGA BL FP WIN11PRO,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,1TB,15 Inch,Silver,32GB,Backlit Keyboard,,Windows 11 Pro,Dell,Non Touchscreen,Rp26.499.000
DELL INSPIRON 15 5502 i7 1165G7 8GB 512GB MX330 FHD WIN10HOME + OHS PLATINUM SILVER,5 kg,40 × 20 × 10 cm,DELL 1 YEAR ON SITE (SERVICE & SPAREPART),NVIDIA MX330,SSD,Intel Core i7,512GB,16 Inch,Silver,8GB,,Gratis,Windows 10 Home,Dell,Non Touchscreen,Rp15.499.000
DELL INSPIRON 15 5502 i5 1135G7 8GB 512GB MX330 FHD WIN10HOME + OHS PLATINUM SILVER,5 kg,40 × 20 × 10 cm,DELL 1 YEAR ON SITE (SERVICE & SPAREPART),NVIDIA MX330,SSD,Intel Core i5,512GB,16 Inch,Silver,8GB,,Gratis,Windows 10 Home,Dell,Non Touchscreen,Rp13.999.000
DELL INSPIRON 15 3501 i7 1165G7 8GB 512GB MX330 FHD WIN10HOME + OHS ACCENT BLACK,5 kg,40 × 20 × 10 cm,DELL 1 YEAR ON SITE (SERVICE & SPAREPART),NVIDIA MX330,SSD,Intel Core i7,512GB,16 Inch,Black,8GB,,Gratis,Windows 10 Home,Dell,Non Touchscreen,Rp11.499.000
DELL INSPIRON 15 3501 i5 1135G7 8GB 512GB MX330 FHD WIN10HOME + OHS ACCENT BLACK,5 kg,40 × 20 × 10 cm,DELL 1 YEAR ON SITE (SERVICE & SPAREPART),NVIDIA MX330,SSD,Intel Core i5,512GB,16 Inch,Black,8GB,,Gratis,Windows 10 Home,Dell,Non Touchscreen,Rp11.499.000
DELL INSPIRON 15 3501 i5 1135G7 4GB 1TB MX330 FHD WIN10HOME + OHS ACCENT BLACK,5 kg,40 × 20 × 10 cm,DELL 1 YEAR ON SITE (SERVICE & SPAREPART),NVIDIA MX330,HDD,Intel Core i5,1TB,16 Inch,Black,4GB,,Gratis,Windows 10 Home,Dell,Non Touchscreen,Rp9.299.000
DELL INSPIRON 14 5406 2IN1 I7 1165G7 8GB 512GB MX330 FHD TOUCH WIN10HOME GREY,5 kg,40 × 20 × 10 cm,DELL 1 YEAR ON SITE (SERVICE & SPAREPART),NVIDIA MX330,SSD,Intel Core i7,512GB,14 Inch,Grey,8GB,,,Windows 10 Home,Dell,Touchscreen,Rp16.399.000
DELL INSPIRON 14 5406 2IN1 I5 1135G7 8GB 512GB MX330 FHD TOUCH WIN10HOME GREY,5 kg,40 × 20 × 10 cm,DELL 1 YEAR ON SITE (SERVICE & SPAREPART),NVIDIA MX330,SSD,Intel Core i5,512GB,14 Inch,Grey,8GB,,,Windows 10 Home,Dell,Touchscreen,Rp14.299.000
DELL INSPIRON 13 5301 i7 1165G7 8GB 512GB MX350 FHD WIN10HOME + OHS PLATINUM SILVER,5 kg,40 × 20 × 10 cm,DELL 1 YEAR ON SITE (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i7,512GB,13 Inch,Silver,8GB,,Gratis,Windows 10 Home,Dell,Non Touchscreen,Rp15.599.000
DELL INSPIRON 13 5301 i5 1135G7 8GB 512GB MX350 FHD WIN10HOME + OHS PLATINUM SILVER,5 kg,40 × 20 × 10 cm,DELL 1 YEAR ON SITE (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i5,512GB,13 Inch,Silver,8GB,,Gratis,Windows 10 Home,Dell,Non Touchscreen,Rp14.299.000
DELL GAMING G15 5520 INTEL I7 12700H 32GB DDR5 1TB SSD RTX3050TI-4GB 15.6″ FHD 120HZ BL WIN11HOME GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,1TB,16 Inch,Grey,32GB,Backlit Keyboard,,Windows 11 Home,Dell,Non Touchscreen,Rp17.999.000
DELL GAMING G15 5520 INTEL I7 12700H 16GB DDR5 1TB SSD RTX3050TI-4GB 15.6 FHD 120HZ BL WIN11HOME GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,1TB,16 Inch,Grey,16GB,Backlit Keyboard,,Windows 11 Home,Dell,Non Touchscreen,Rp16.799.000
DELL GAMING G15 5520 INTEL I5 12500H 8GB DDR5 512GB RTX3050-4GB 15.6″ FHD 120HZ BL WIN11HOME GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,512GB,16 Inch,Grey,8GB,Backlit Keyboard,,Windows 11 Home,Dell,Non Touchscreen,Rp11.999.000
AXIOO PONGO 960 INTEL I9 13900H 16GB 512GB NVME RTX4060-8GB 15.6 FHD IPS SRGB100 144HZ RGB WIN11PRO TITANIUM GREY,5 kg,40 × 20 × 10 cm,AXIOO 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i9,512GB,16 Inch,Grey,8GB,,,Windows 11 Pro,Axioo,Non Touchscreen,Rp19.999.000
AXIOO PONGO 5 INTEL I5 11400 16GB 512GB NVME RTX3070-8GB 16.1 FHD IPS WIN11PRO,5 kg,40 × 20 × 10 cm,AXIOO 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070,SSD,Intel Core i5,512GB,16 Inch,Black,8GB,,,Windows 11 Pro,Axioo,Non Touchscreen,Rp12.199.000
AXIOO PONGO 3 INTEL I3 10100 16GB 512GB NVME RTX3070-8GB 16.1 FHD IPS WIN11PRO,5 kg,40 × 20 × 10 cm,AXIOO 3 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070,SSD,Intel Core i3,512GB,16 Inch,Black,8GB,,,Windows 11 Pro,Axioo,Non Touchscreen,Rp11.199.000
AXIOO CYBERBOOK 14 INTEL I7 1260P 16GB 500GB NVME RTX3050-4GB 14.0 UHD 4K IPS WIN11HOME BLUE,5 kg,40 × 20 × 10 cm,AXIOO 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,512GB,14 Inch,Blue,16GB,,,Windows 11 Home,Axioo,Non Touchscreen,Rp17.799.000
ASUS ZENBOOK PRO DUO UX582LR OLED911 INTEL I9 10980HK 32GB 1TB SSD RTX3070-8GB 15.6″ 4K IPS BL TOUCH WIN10HOME + OHS CELESTIAL BLUE,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070,SSD,Intel Core i9,1TB,16 Inch,Blue,8GB,Backlit Keyboard,Gratis,Windows 10 Home,Asus,Touchscreen,Rp49.499.000
ASUS ZENBOOK PRO DUO UX582LR OLED711 INTEL I7 10870H 32GB 1TB SSD RTX3070-8GB 15.6″ 4K IPS BL TOUCH WIN10HOME + OHS CELESTIAL BLUE,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070,SSD,Intel Core i7,1TB,16 Inch,Blue,8GB,Backlit Keyboard,Gratis,Windows 10 Home,Asus,Touchscreen,Rp41.999.000
ASUS ZENBOOK PRO DUO 14 OLED UX8402VU OLEDS911 INTEL EVO I9 13900H 32GB DDR5 1TB SSD RTX4050-6GB 14.5 2.8K 120HZ SCREENPAD PLUS WIN11HOME + OHS STYLUS PEN BLACK,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i9,1TB,14 Inch,Black,32GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp36.999.000
ASUS ZENBOOK PRO 14 DUO OLED UX8402ZE OLEDS755 INTEL I7 12700H 16GB 512GB RTX3050TI-4GB 14.5″ 2.8K 120HZ BL NP WIN11HOME + OHS STYLUS PEN TECH BLACK,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,512GB,14 Inch,Black,16GB,Backlit Keyboard,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp32.999.000
ASUS ZENBOOK DUO UX482EGR IPS751 INTEL I7 1195G7 16GB 512GB MX450-2GB 14″ FHD IPS TOUCH BL SCREENPAD WIN11HOME + OHS CELESTIAL BLUE,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i7,512GB,14 Inch,Blue,16GB,Backlit Keyboard,Gratis,Windows 11 Home,Asus,Touchscreen,Rp23.299.000
ASUS ZENBOOK DUO 14 UX482EGR INTEL I7 1195G7 32GB 1TB SSD MX450-2GB 14.0 FHD IPS BL TOUCH SCREENPAD WIN11PRO CELESTIAL BLUE,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i7,1TB,14 Inch,Blue,32GB,Backlit Keyboard,,Windows 11 Pro,Asus,Touchscreen,Rp21.499.000
ASUS VIVOBOOK S15 S532EQ INTEL I7 1165G7 24GB 1TB SSD MX530-2GB 15.6 FHD IPS BL SCREENPAD WIN10HOME SILVER,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA MX530,SSD,Intel Core i7,1TB,16 Inch,Silver,24GB,Backlit Keyboard,,Windows 10 Home,Asus,Non Touchscreen,Rp11.799.000
ASUS VIVOBOOK S15 S532EQ INTEL I7 1165G7 16GB 1TB SSD MX530-2GB 15.6 FHD IPS BL SCREENPAD WIN10HOME SILVER,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA MX530,SSD,Intel Core i7,1TB,16 Inch,Silver,16GB,Backlit Keyboard,,Windows 10 Home,Asus,Non Touchscreen,Rp10.999.000
ASUS VIVOBOOK PRO 16X OLED N7601ZM OLEDP912 INTEL I9 12900H 32GB 1TB SSD RTX3060-6GB 16.0″ 4K OLED WIN11HOME + OHS BLACK,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i9,1TB,16 Inch,Black,32GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp33.499.000
ASUS VIVOBOOK PRO 16 OLED N7600PC OLED716 INTEL i7 11370H 16GB 1TB RTX3050-4GB 16.0″ 4K OLED WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,1TB,16 Inch,Grey,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp19.199.000
ASUS VIVOBOOK PRO 16 OLED N7600PC OLED713 INTEL i7 11370H 16GB 1TB RTX3050-4GB 16.0″ 4K OLED WIN11HOME + OHS BLACK,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,1TB,16 Inch,Black,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp19.199.000
ASUS VIVOBOOK PRO 16 OLED M7600QE OLED914 AMD RYZEN 9 5900HX 16GB 1TB SSD RTX3050TI-4GB 16.0 4K WIN11HOME + OHS SILVER,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 9,1TB,16 Inch,Silver,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp18.499.000
ASUS VIVOBOOK PRO 16 OLED M7600QE OLED913 AMD RYZEN 9 5900HX 16GB 1TB SSD RTX3050TI-4GB 16.0 4K WIN11HOME + OHS BLACK,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 9,1TB,16 Inch,Black,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp18.499.000
ASUS VIVOBOOK PRO 16 OLED M7600QE OLED713 AMD RYZEN 7 5800H 16GB 1TB RTX3050TI-4GB 16.0 4K WIN11HOME + OHS BLACK,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,1TB,16 Inch,Black,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp19.199.000
ASUS VIVOBOOK PRO 16 OLED K6602VU OLEDS912 INTEL I9 13900H 16GB 1TB SSD RTX4050-6GB 15.6 3.2K OLED 120HZ FP WIN11HOME + OHS SILVER,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i9,1TB,15 Inch,Silver,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp25.399.000
ASUS VIVOBOOK PRO 15X OLED K6502HC OLEDS952 INTEL I9 11900H 16GB 512GB RTX3050TI-4GB 15.6 2.8K OLED 120HZ WIN11HOME + OHS SILVER,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i9,512GB,16 Inch,Silver,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp17.299.000
ASUS VIVOBOOK PRO 15X OLED K6502HC OLEDS951 INTEL I9 11900H 16GB 512GB RTX3050TI-4GB 15.6 2.8K OLED 120HZ WIN11HOME + OHS BLUE,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i9,512GB,16 Inch,Blue,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp17.299.000
ASUS VIVOBOOK PRO 15X OLED K6501ZM OLEDS751 INTEL I7 12650H 16GB 512GB RTX3060-6GB 15.6″ 2.8K OLED 120HZ WIN11HOME + OHS BLACK,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,512GB,16 Inch,Black,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp24.599.000
ASUS VIVOBOOK PRO 15 OLED K6502ZC OLEDS551 INTEL I5 12450H 16GB 512GB RTX3050-4GB 15.6 2.8K OLED 120HZ WIN11HOME + OHS BLUE,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,512GB,16 Inch,Blue,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp16.399.000
ASUS VIVOBOOK PRO 15 OLED K6502HC OLEDS952 INTEL I9 11900H 32GB 512GB RTX3050-4GB 15.6 2.8K OLED 120HZ WIN11HOME + OHS SILVER,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i9,512GB,15 Inch,Silver,32GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp17.299.000
ASUS VIVOBOOK PRO 15 OLED K6502HC OLEDS952 INTEL I9 11900H 16GB 512GB RTX3050-4GB 15.6 2.8K OLED 120HZ WIN11HOME + OHS SILVER,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i9,512GB,16 Inch,Silver,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp16.599.000
ASUS VIVOBOOK PRO 15 OLED K6502HC OLEDS951 INTEL I9 11900H 32GB 512GB RTX3050-4GB 15.6 2.8K OLED 120HZ WIN11HOME + OHS BLUE,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i9,512GB,16 Inch,Blue,32GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp17.299.000
ASUS VIVOBOOK PRO 15 OLED K6502HC OLEDS951 INTEL I9 11900H 16GB 512GB RTX3050-4GB 15.6 2.8K OLED 120HZ WIN11HOME + OHS BLUE,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i9,512GB,16 Inch,Blue,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp16.599.000
ASUS VIVOBOOK PRO 15 M6500QC OLEDS551 AMD RYZEN 5 5600H 16GB 512GB RTX3050-4GB 15.6 2.8K OLED 120HZ 100DCIP3 WIN11HOME + OHS BLUE,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 5,512GB,16 Inch,Blue,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp14.499.000
ASUS VIVOBOOK PRO 15 M3500QC OLED956 AMD RYZEN 9 5900HX 16GB 512GB RTX3050-4GB 15.6 FHD WIN11HOME + OHS BLUE,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 9,512GB,16 Inch,Blue,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp14.399.000
ASUS VIVOBOOK PRO 15 M3500QC OLED955 AMD RYZEN 9 5900HX 16GB 512GB RTX3050-4GB 15.6 FHD WIN11HOME + OHS SILVER,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 9,512GB,15 Inch,Silver,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp14.399.000
ASUS VIVOBOOK PRO 14X OLED N7401ZE OLEDS713 INTEL I5 12650H 16GB 1TB SSD RTX3050TI-4GB 14.0 2.8K OLED 120HZ 100DCIP3 WIN11HOME + OHS SILVER,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i5,1TB,14 Inch,Silver,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp22.199.000
ASUS VIVOBOOK PRO 14 OLED M7400QE OLED713 AMD RYZEN 7 5800H 16GB 1TB SSD RTX3050TI-4GB 14″ 2.8K OLED WIN11HOME + OHS BLACK,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,1TB,14 Inch,Black,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp16.799.000
ASUS VIVOBOOK PRO 14 OLED M7400QE OLED552 AMD RYZEN 5 5600H 8GB 512GB RTX3050TI-4GB 14.0 2.8K OLED 100DCIP3 WIN11HOME + OHS SILVER,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 5,512GB,14 Inch,Silver,8GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp13.999.000
ASUS VIVOBOOK PRO 14 OLED M7400QE OLED551 AMD RYZEN 5 5600H 8GB 512GB RTX3050TI-4GB 14.0 2.8K OLED 100DCIP3 WIN11HOME + OHS BLACK,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 5,512GB,14 Inch,Black,8GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp13.999.000
ASUS VIVOBOOK PRO 14 OLED M7400QE OLED551 AMD RYZEN 5 5600H 16GB 512GB RTX3050TI-4GB 14″ 2.8K OLED WIN11HOME + OHS BLACK,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 5,512GB,14 Inch,Black,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp14.999.000
ASUS VIVOBOOK PRO 14 OLED M3401QC OLED758 AMD RYZEN 7 5800H 8GB 512GB RTX3050-4GB 14″ 2.8K OLED WIN11HOME + OHS BLUE,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,14 Inch,Blue,8GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp13.999.000
ASUS VIVOBOOK PRO 14 OLED M3401QC OLED556 AMD RYZEN 5 5600H 8GB 512GB RTX3050-4GB 14″ 2.8K OLED WIN11HOME + OHS SILVER,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 5,512GB,14 Inch,Silver,8GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp11.999.000
ASUS VIVOBOOK PRO 14 OLED M3401QC OLED555 AMD RYZEN 5 5600H 8GB 512GB RTX3050-4GB 14″ 2.8K OLED WIN11HOME + OHS BLUE,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 5,512GB,14 Inch,Blue,8GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp11.999.000
ASUS VIVOBOOK 15 K513EQ INTEL I7 1165G7 8GB 512GB MX350-2GB 15.6 FHD OLED BL FP WIN10HOME INDIE BLACK,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i7,512GB,15 Inch,Grey,8GB,Backlit Keyboard,,Windows 10 Home,Asus,Non Touchscreen,Rp10.599.000
