Nama,Berat,Dimensi,Garansi,VGA,Tipe Penyimpanan,Processor,Penyimpanan,Ukuran Layar,Warna,RAM,Keyboard,Microsoft Office,Sistem Operasi,Brand,Tipe Layar,Harga
LENOVO IDEAPAD GAMING 3I 15 INTEL I5 12450H 8GB 512GB RTX3050-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,512GB,16 Inch,Grey,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp13.399.000
LENOVO IDEAPAD GAMING 3I 15 INTEL I5 12450H 8GB 1TB SSD RTX3050-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,1TB,16 Inch,Grey,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp14.899.000
LENOVO IDEAPAD GAMING 3I 15 INTEL I5 12450H 16GB 512GB RTX3050-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,512GB,16 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp13.799.000
LENOVO IDEAPAD GAMING 3I 15 INTEL I5 12450H 16GB 1TB SSD RTX3050-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,1TB,16 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp15.299.000
LENOVO IDEAPAD GAMING 3I 15 INTEL I5 11300H 8GB 512GB RTX3050-4GB 15.6 FHD IPS 120HZ BL WIN11HOME SHADOW BLACK,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,512GB,16 Inch,Black,8GB,Backlit Keyboard,,Windows 11 Home,Lenovo,Non Touchscreen,Rp11.599.000
LENOVO IDEAPAD GAMING 3I 15 INTEL I5 11300H 8GB 512GB GTX1650-4GB 15.6 FHD IPS 120HZ BL WIN11HOME BLACK,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA GTX1650,SSD,Intel Core i5,512GB,16 Inch,Black,8GB,Backlit Keyboard,,Windows 11 Home,Lenovo,Non Touchscreen,Rp9.899.000
LENOVO IDEAPAD GAMING 3I 15 INTEL I5 11300H 8GB 1TB SSD RTX3050-4GB 15.6 FHD IPS 120HZ BL WIN11HOME SHADOW BLACK,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,1TB,16 Inch,Black,8GB,Backlit Keyboard,,Windows 11 Home,Lenovo,Non Touchscreen,Rp12.099.000
LENOVO IDEAPAD GAMING 3I 15 INTEL I5 11300H 16GB 512GB RTX3050-4GB 15.6 FHD IPS 120HZ BL WIN11HOME SHADOW BLACK,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,512GB,16 Inch,Black,16GB,Backlit Keyboard,,Windows 11 Home,Lenovo,Non Touchscreen,Rp11.999.000
LENOVO IDEAPAD GAMING 3I 15 INTEL I5 11300H 16GB 512GB GTX1650-4GB 15.6 FHD IPS 120HZ BL WIN11HOME SHADOW BLACK,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA GTX1650,SSD,Intel Core i5,512GB,16 Inch,Black,16GB,Backlit Keyboard,,Windows 11 Home,Lenovo,Non Touchscreen,Rp10.299.000
LENOVO IDEAPAD GAMING 3I 15 INTEL I5 11300H 16GB 1TB SSD GTX1650-4GB 15.6 FHD IPS 120HZ BL WIN11HOME SHADOW BLACK,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA GTX1650,SSD,Intel Core i5,1TB,16 Inch,Black,16GB,Backlit Keyboard,,Windows 11 Home,Lenovo,Non Touchscreen,Rp10.299.000
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 7735HS 8GB 512GB RTX4050-6GB 15.6 WQHD IPS 165HZ 100SRGB BL WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,8GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp18.599.000
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 7735HS 32GB DDR5 512GB RTX4050-6GB 15.6 FHD 120HZ BL WIN11HOME ONYX GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,AMD Ryzen 7,512GB,15 Inch,Grey,32GB,Backlit Keyboard,,Windows 11 Home,Lenovo,Non Touchscreen,Rp16.699.000
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 7735HS 32GB DDR5 2TB SSD RTX4050-6GB 15.6 FHD 120HZ BL WIN11HOME ONYX GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,AMD Ryzen 7,2TB,15 Inch,Grey,32GB,Backlit Keyboard,,Windows 11 Home,Lenovo,Non Touchscreen,Rp18.099.000
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 7735HS 32GB DDR5 1TB SSD RTX4050-6GB 15.6 FHD 120HZ BL WIN11HOME ONYX GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,AMD Ryzen 7,1TB,15 Inch,Grey,32GB,Backlit Keyboard,,Windows 11 Home,Lenovo,Non Touchscreen,Rp17.199.000
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 7735HS 16GB DDR5 512GB RTX4050-6GB 15.6 FHD 120HZ BL WIN11HOME ONYX GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,16GB,Backlit Keyboard,,Windows 11 Home,Lenovo,Non Touchscreen,Rp15.899.000
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 7735HS 16GB DDR5 2TB SSD RTX4050-6GB 15.6 FHD 120HZ BL WIN11HOME ONYX GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,AMD Ryzen 7,2TB,16 Inch,Grey,16GB,Backlit Keyboard,,Windows 11 Home,Lenovo,Non Touchscreen,Rp17.299.000
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 7735HS 16GB DDR5 1TB SSD RTX4050-6GB 15.6 FHD 120HZ BL WIN11HOME ONYX GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,16GB,Backlit Keyboard,,Windows 11 Home,Lenovo,Non Touchscreen,Rp16.399.000
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 6800H 8GB DDR5 512GB RTX3050TI-4GB 15.6″ FHD 165HZ 100SRGB BL WIN11HOME + OHS WHITE,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,512GB,16 Inch,White,8GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp15.199.000
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 6800H 8GB DDR5 1TB SSD RTX3050TI-4GB 15.6″ FHD 165HZ 100SRGB BL WIN11HOME + OHS WHITE,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,1TB,16 Inch,White,8GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp15.799.000
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 6800H 32GB DDR5 512GB RTX3050-4GB 15.6 FHD 120HZ BL WIN11HOME GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,32GB,Backlit Keyboard,,Windows 11 Home,Lenovo,Non Touchscreen,Rp14.499.000
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 6800H 32GB DDR5 2TB SSD RTX3050TI-4GB 15.6 FHD 120HZ BL WIN11HOME GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,2TB,16 Inch,Grey,32GB,Backlit Keyboard,,Windows 11 Home,Lenovo,Non Touchscreen,Rp16.399.000
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 6800H 32GB DDR5 1TB SSD RTX3050TI-4GB 15.6 FHD 120HZ BL WIN11HOME GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,32GB,Backlit Keyboard,,Windows 11 Home,Lenovo,Non Touchscreen,Rp15.499.000
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 6800H 32GB DDR5 1TB SSD RTX3050-4GB 15.6 FHD 120HZ BL WIN11HOME GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,32GB,Backlit Keyboard,,Windows 11 Home,Lenovo,Non Touchscreen,Rp14.999.000
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 6800H 16GB DDR5 512GB RTX3050TI-4GB 15.6″ FHD 165HZ 100SRGB BL WIN11HOME + OHS WHITE,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,512GB,16 Inch,White,16GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp16.599.000
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 6800H 16GB DDR5 512GB RTX3050-4GB 15.6 FHD 120HZ BL WIN11HOME GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,16GB,Backlit Keyboard,,Windows 11 Home,Lenovo,Non Touchscreen,Rp13.599.000
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 6800H 16GB DDR5 2TB SSD RTX3050TI-4GB 15.6 FHD 120HZ BL WIN11HOME GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,2TB,16 Inch,Grey,16GB,Backlit Keyboard,,Windows 11 Home,Lenovo,Non Touchscreen,Rp15.399.000
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 6800H 16GB DDR5 1TB SSD RTX3050TI-4GB 15.6″ FHD 165HZ 100SRGB BL WIN11HOME + OHS WHITE,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,1TB,16 Inch,White,16GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp17.199.000
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 6800H 16GB DDR5 1TB SSD RTX3050-4GB 15.6 FHD 120HZ BL WIN11HOME GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,16GB,Backlit Keyboard,,Windows 11 Home,Lenovo,Non Touchscreen,Rp14.099.000
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 5800H 8GB 512GB RTX3050-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS SHADOW BLACK,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,16 Inch,Black,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp12.599.000
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 5800H 8GB 1TB SSD RTX3050-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS SHADOW BLACK,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,1TB,16 Inch,Black,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp13.099.000
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 5800H 16GB 512GB RTX3050-4GB 15.6″ FHD 120HZ BL WIN11HOME BLACK,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,16 Inch,Black,16GB,Backlit Keyboard,,Windows 11 Home,Lenovo,Non Touchscreen,Rp11.199.000
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 7 5800H 16GB 512GB RTX3050-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS SHADOW BLACK,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,16 Inch,Black,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp12.999.000
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 5 7535HS 8GB 512GB RTX4050-6GB 15.6 WQHD IPS 165HZ 100SRGB BL WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,AMD Ryzen 5,512GB,16 Inch,Grey,8GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp17.099.000
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 5 7535HS 8GB 512GB RTX2050-4GB 15.6 FHD IPS 120HZ BL WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX2050,SSD,AMD Ryzen 5,512GB,16 Inch,Grey,8GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp12.399.000
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 5 5600H 8GB 512GB RTX3050-4GB 15.6 FHD IPS 165HZ 100SRGB 4ZRGB WIN11HOME + OHS SHADOW BLACK,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 5,512GB,16 Inch,Black,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp12.099.000
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 5 5600H 8GB 1TB SSD RTX3050-4GB 15.6 FHD IPS 165HZ 4ZRGB WIN11HOME + OHS SHADOW BLACK,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 5,1TB,16 Inch,Black,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp12.699.000
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 5 5600H 16GB 512GB RTX3050-4GB 15.6 FHD IPS 165HZ 4ZRGB WIN11HOME + OHS SHADOW BLACK,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 5,512GB,16 Inch,Black,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp12.599.000
LENOVO IDEAPAD GAMING 3 15 AMD RYZEN 5 5600H 16GB 1TB SSD RTX3050-4GB 15.6 FHD IPS 165HZ 4ZRGB WIN11HOME + OHS SHADOW BLACK,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 5,1TB,16 Inch,Black,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp13.099.000
LENOVO IDEADPAD SLIM 3I 15 i7 1165G7 8GB 512GB MX450 FHD WIN10HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),Intel Iris XE,SSD,Intel Core i7,512GB,14 Inch,Grey,8GB,,Gratis,Windows 10 Home,Lenovo,Non Touchscreen,Rp13.599.000
LENOVO IDEADPAD SLIM 3I 15 i7 1165G7 8GB 512GB MX450 FHD WIN10HOME + OHS GOLD,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),Intel Iris XE,SSD,Intel Core i7,512GB,14 Inch,Gold,8GB,,Gratis,Windows 10 Home,Lenovo,Non Touchscreen,Rp13.599.000
LENOVO IDEADPAD SLIM 3I 15 i7 1165G7 8GB 512GB MX450 FHD WIN10HOME + OHS BLUE,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),Intel Iris XE,SSD,Intel Core i7,512GB,14 Inch,Blue,8GB,,Gratis,Windows 10 Home,Lenovo,Non Touchscreen,Rp13.599.000
HP VICTUS 16 S0047AX AMD RYZEN 5 7640HS 16GB DDR5 1TB SD RTX4060-8GB 16.1 FHD IPS 100SRGB 144HZ BL WIN11HOME + OHS MICA SILVER,5 kg,40 × 20 × 10 cm,HP 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,AMD Ryzen 5,1TB,16 Inch,Silver,8GB,Backlit Keyboard,Gratis,Windows 11 Home,HP,Non Touchscreen,Rp22.499.000
HP VICTUS 16 S0010AX AMD RYZEN 5 7640HS 16GB DDR5 1TB SD RTX4060-8GB 16.1 FHD IPS 100SRGB 144HZ BL WIN11HOME + OHS MICA SILVER,5 kg,40 × 20 × 10 cm,HP 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,AMD Ryzen 5,1TB,16 Inch,Silver,8GB,Backlit Keyboard,Gratis,Windows 11 Home,HP,Non Touchscreen,Rp22.499.000
HP VICTUS 16 S0009AX AMD RYZEN 5 7640HS 16GB DDR5 512GB RTX4060-8GB 16.1 FHD IPS 100SRGB 144HZ BL WIN11HOME + OHS MICA SILVER,5 kg,40 × 20 × 10 cm,HP 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,AMD Ryzen 5,512GB,16 Inch,Silver,8GB,Backlit Keyboard,Gratis,Windows 11 Home,HP,Non Touchscreen,Rp18.999.000
HP VICTUS 16 R0052TX INTEL I7 13700HX 16GB DDR5 1TB SSD RTX4060-8GB 16.1 FHD IPS 100SRGB 165HZ BL WIN11HOME + OHS BLUE,5 kg,40 × 20 × 10 cm,HP 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,1TB,16 Inch,Blue,8GB,Backlit Keyboard,Gratis,Windows 11 Home,HP,Non Touchscreen,Rp23.499.000
HP VICTUS 16 R0017TX INTEL I7 13700HX 16GB DDR5 1TB SSD RTX4060-8GB 16.1 FHD IPS 100SRGB 165HZ BL WIN11HOME + OHS MICA SILVER,5 kg,40 × 20 × 10 cm,HP 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,1TB,16 Inch,Silver,8GB,Backlit Keyboard,Gratis,Windows 11 Home,HP,Non Touchscreen,Rp23.499.000
HP VICTUS 16 INTEL I7 11800H 32GB 1TB SSD RTX3050TI-4GB 15.6 FHD IPS 144HZ BL WIN11HOME MICA SILVER,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,1TB,16 Inch,Silver,32GB,Backlit Keyboard,,Windows 11 Home,HP,Non Touchscreen,Rp14.999.000
HP VICTUS 16 INTEL I7 11800H 16GB 1TB SSD RTX3050TI-4GB 15.6 FHD IPS 144HZ BL WIN11HOME MICA SILVER,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,1TB,16 Inch,Silver,16GB,Backlit Keyboard,,Windows 11 Home,HP,Non Touchscreen,Rp14.299.000
HP VICTUS 16 INTEL I5 12500H 32GB DDR5 2TB SSD RTX3050TI-4GB 16.1 FHD 144HZ BL WIN11HOME BLUE,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i5,2TB,16 Inch,Blue,32GB,Backlit Keyboard,,Windows 11 Home,HP,Non Touchscreen,Rp15.899.000
HP VICTUS 16 INTEL I5 12500H 32GB DDR5 1TB SSD RTX3050TI-4GB 16.1 FHD 144HZ BL WIN11HOME BLUE,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i5,1TB,16 Inch,Blue,32GB,Backlit Keyboard,,Windows 11 Home,HP,Non Touchscreen,Rp14.699.000
HP VICTUS 16 INTEL I5 12500H 16GB DDR5 512GB RTX3050TI-4GB 16.1 FHD 144HZ BL WIN11HOME BLUE,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i5,512GB,16 Inch,Blue,16GB,Backlit Keyboard,,Windows 11 Home,HP,Non Touchscreen,Rp12.999.000
HP VICTUS 16 INTEL I5 12500H 16GB DDR5 1TB SSD RTX3050TI-4GB 16.1 FHD 144HZ BL WIN11HOME BLUE,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i5,1TB,16 Inch,Blue,16GB,Backlit Keyboard,,Windows 11 Home,HP,Non Touchscreen,Rp13.699.000
HP VICTUS 16 E1091AX AMD RYZEN 7 6800H 16GB DDR5 512GB RTX3050-4GB 16.1 FHD IPS 144HZ BL WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,HP 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,16GB,Backlit Keyboard,Gratis,Windows 11 Home,HP,Non Touchscreen,Rp14.799.000
HP VICTUS 16 E1090AX AMD RYZEN 5 6600H 16GB DDR5 512GB RTX3050-4GB 16.1 FHD IPS 144HZ BL WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,HP 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 5,512GB,16 Inch,Grey,16GB,Backlit Keyboard,Gratis,Windows 11 Home,HP,Non Touchscreen,Rp13.799.000
HP VICTUS 16 D1095TX INTEL I7 12700H 16GB DDR5 512GB RTX3060-6GB 16.1 FHD IPS 100SRGB 144HZ BL WIN11HOME + OHS MICA SILVER,5 kg,40 × 20 × 10 cm,HP 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,512GB,16 Inch,Silver,16GB,Backlit Keyboard,Gratis,Windows 11 Home,HP,Non Touchscreen,Rp17.999.000
HP VICTUS 16 AMD RYZEN 5 5600H 32GB 1TB SSD RTX3050TI-4GB 16.1 FHD IPS 144HZ BL WIN11HOME BLUE,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 5,1TB,16 Inch,Blue,32GB,Backlit Keyboard,,Windows 11 Home,HP,Non Touchscreen,Rp14.499.000
HP VICTUS 16 AMD RYZEN 5 5600H 16GB 512GB RTX3050TI-4GB 16.1 FHD IPS 144HZ BL WIN11HOME BLUE,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 5,512GB,16 Inch,Blue,16GB,Backlit Keyboard,,Windows 11 Home,HP,Non Touchscreen,Rp12.999.000
HP VICTUS 16 AMD RYZEN 5 5600H 16GB 1TB SSD RTX3050TI-4GB 16.1 FHD IPS 144HZ BL WIN11HOME BLUE,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 5,1TB,16 Inch,Blue,16GB,Backlit Keyboard,,Windows 11 Home,HP,Non Touchscreen,Rp13.699.000
HP VICTUS 15 INTEL I7 12700H 32GB 1TB SSD RTX3050-4GB 15.6 FHD IPS 144HZ BL WIN11HOME MICA SILVER,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,1TB,15 Inch,Black,4GB,Backlit Keyboard,,Windows 11 Home,HP,Non Touchscreen,Rp15.099.000
HP VICTUS 15 INTEL I7 12700H 16GB 1TB SSD RTX3050-4GB 15.6 FHD IPS 144HZ BL WIN11HOME MICA SILVER,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,1TB,15 Inch,Black,16GB,Backlit Keyboard,,Windows 11 Home,HP,Non Touchscreen,Rp14.399.000
HP VICTUS 15 INTEL I5 13420H 8GB 512GB RTX3050-6GB 15.6 FHD IPS 144HZ BL WIN11HOME BLUE,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,512GB,16 Inch,Blue,8GB,Backlit Keyboard,,Windows 11 Home,HP,Non Touchscreen,Rp12.899.000
HP VICTUS 15 INTEL I5 13420H 16GB 512GB RTX3050-6GB 15.6 FHD IPS 144HZ BL WIN11HOME BLUE,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,512GB,16 Inch,Blue,16GB,Backlit Keyboard,,Windows 11 Home,HP,Non Touchscreen,Rp13.299.000
HP VICTUS 15 INTEL I5 13420H 16GB 1TB SSD RTX3050-6GB 15.6 FHD IPS 144HZ BL WIN11HOME BLUE,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,1TB,16 Inch,Blue,16GB,Backlit Keyboard,,Windows 11 Home,HP,Non Touchscreen,Rp13.999.000
